site      roi       npix      medx      medy      neuropil_pix  radius      aspect_ratio   skew        std         mrs         mrs0        compact     solidity  
27        38        171       263       177       511           7.8902      1.1255         0.5521      91.9410     1.3708      4.8202      1.0083      1.1081    
27        39        59        147       175       455           5.7707      1.2809         0.4860      97.4744     0.8909      2.8660      1.1022      1.1717    
27        40        120       394       178       498           6.9785      1.1269         0.9746      78.4480     1.1673      4.0702      1.0169      1.1304    
27        41        131       15        188       515           7.2100      1.1146         6.7709      110.0605    1.1890      4.1723      1.0104      1.1442    
27        42        91        188       194       459           5.9581      1.1561         0.4245      140.9576    1.0061      3.4721      1.0273      1.1644    
27        43        39        222       195       784           2.8542      1.0094         0.3903      181.8896    0.5287      1.8744      1.0000      1.5625    
27        44        152       340       199       566           7.6635      1.1932         0.3872      88.5986     1.2959      4.4624      1.0296      1.1146    
27        45        147       234       208       531           6.8499      1.0955         0.2291      139.9083    1.2244      4.3208      1.0047      1.1379    
27        46        56        16        211       440           4.9720      1.2184         1.5264      156.4862    0.7862      2.6911      1.0358      1.2289    
27        47        32        458       210       854           2.6693      1.0056         0.4750      166.7968    0.5053      1.7914      1.0000      1.5333    
27        48        76        271       221       440           5.4278      1.2677         0.5949      298.1873    0.9146      3.0715      1.0557      1.2407    
27        49        133       89        235       508           6.7436      1.0960         0.4278      59.1708     1.1909      4.1897      1.0078      1.1535    
27        50        272       359       240       728           8.1441      1.0424         1.0838      335.1941    1.6364      5.7886      1.0023      1.0998    
27        51        174       243       243       540           7.1046      1.0025         0.6555      118.5963    1.3987      4.9050      1.0110      1.0828    
27        52        58        287       246       386           4.6798      1.1676         0.5896      110.3518    0.7861      2.7452      1.0152      1.2619    
27        53        16        13        245       732           1.6424      0.9792         1.0254      127.8077    0.3026      1.0730      1.0000      0.9000    
