site           roi      hw_raw     hw_norm   orth_norm
11.0         167.0       54.33       49.69     0.10421
11.0         168.0       61.15       52.62     0.17264
11.0         169.0       66.76       65.38    0.029732
11.0         170.0       59.02       55.55    0.083563
11.0         171.0        null        null        null
11.0         172.0       65.47       61.34    0.091198
11.0         173.0       54.29       53.09    0.029563
11.0         174.0        null        null        null
11.0         175.0        null        null        null
11.0         176.0       57.84        51.9     0.12509
11.0         177.0       44.93       44.44    0.017987
11.0         178.0       63.27        57.6      0.1108
11.0         179.0       39.68       40.42   -0.028998
11.0         180.0       50.26       47.76    0.075467
11.0         181.0       61.12        48.5     0.26478
11.0         182.0       44.38       43.34    0.033888
11.0         183.0       47.12       45.94    0.034849
11.0         184.0       87.18        56.6     0.39471
11.0         185.0        60.2       58.82    0.037903
11.0         186.0       43.49       41.56    0.060874
11.0         187.0        null        null        null
11.0         188.0       43.78       44.15   -0.010206
11.0         189.0       55.01       52.64    0.068833
11.0         190.0       62.03       58.35    0.081251
11.0         191.0       81.98       60.38     0.29938
11.0         192.0       65.73       53.31     0.23919
11.0         193.0       44.78       43.86      0.0258
11.0         194.0       56.52       52.22    0.088238
11.0         195.0        null        null        null
11.0         196.0       50.55       48.16    0.060365
11.0         197.0       61.42       59.99    0.034181
11.0         198.0        null        null        null
11.0         199.0       53.03       52.32    0.016945
11.0         200.0        49.4       47.27    0.048499
12.0           0.0       73.72       67.16    0.093189
12.0           1.0       97.18       75.25     0.22971
12.0           2.0       78.48       64.93     0.19308
12.0           3.0       75.97       61.97     0.16628
12.0           4.0       76.04       61.23     0.19982
12.0           5.0       83.36       69.08     0.18158
12.0           6.0       78.85       61.79     0.21136
12.0           7.0       79.25       62.13     0.24376
12.0           8.0       69.44       63.76    0.091823
12.0           9.0       93.74       73.16     0.24365
12.0          10.0       95.82       73.73     0.25655
12.0          11.0       76.59        56.7     0.30567
12.0          12.0       88.56        63.3     0.31842
12.0          13.0       98.16        62.8     0.36696
12.0          14.0       65.65       61.03    0.049334
12.0          15.0        99.3       65.73     0.29781
12.0          16.0       75.84       68.42     0.11137
12.0          17.0       86.25       72.29     0.19471
12.0          18.0       111.3       65.93     0.38559
12.0          19.0       89.88       81.37     0.12954
12.0          20.0       87.99        66.5     0.20578
12.0          21.0        null        null        null
12.0          22.0      101.65       63.37     0.38757
12.0          23.0       92.49       72.25     0.26934
12.0          24.0       94.63       68.01     0.29723
12.0          25.0       93.24       62.38      0.4567
12.0          26.0      102.99        82.7     0.26433
12.0          27.0        null        null        null
12.0          28.0       85.15       64.72     0.28288
12.0          29.0       81.46       63.71     0.26247
12.0          30.0      116.32       67.05     0.33383
12.0          31.0      105.07       55.97     0.37309
12.0          32.0        null        null        null
12.0          33.0       75.71       62.76     0.12376
12.0          34.0       81.83       58.94     0.28697
12.0          35.0       73.66       65.95     0.12646
12.0          36.0        null        null        null
12.0          37.0       77.37       52.48      0.4105
12.0          38.0       92.07       65.79     0.30461
12.0          39.0       63.88       53.75       0.145
12.0          40.0        null        null        null
12.0          41.0       70.84          66     0.12024
12.0          42.0       78.17       65.47     0.24453
12.0          43.0      134.87       87.82     0.30158
12.0          44.0          96       70.62     0.40404
12.0          45.0        null        null        null
12.0          46.0          68       58.01     0.19049
12.0          47.0       67.34       59.06     0.15931
12.0          48.0        null        null        null
12.0          49.0       92.89        83.2     0.14525
12.0          50.0       83.33       62.69     0.35663
12.0          51.0      104.35       63.98     0.35232
12.0          52.0        null        null        null
12.0          53.0        null        null        null
12.0          54.0        null        null        null
12.0          55.0        null        null        null
12.0          56.0       53.57       52.79    0.015898
12.0          57.0       87.23       64.04     0.23736
12.0          58.0       87.74       69.65     0.29106
12.0          59.0       79.81       62.64     0.21233
12.0          60.0       53.99       50.54    0.080834
12.0          61.0       70.18       56.12      0.2018
12.0          62.0      102.25       59.52      0.5172
12.0          63.0        null        null        null
12.0          64.0        null        null        null
12.0          65.0        null        null        null
12.0          66.0          62       56.51    0.077821
12.0          67.0      105.37       65.85     0.38596
12.0          68.0       80.96       62.55     0.21352
12.0          69.0       82.49       65.39     0.26002
12.0          70.0        null        null        null
12.0          71.0          84       66.52      0.2555
12.0          72.0       68.31       58.17     0.16196
12.0          73.0      103.74       65.02     0.35921
12.0          74.0        null        null        null
12.0          75.0       80.99       62.19     0.26669
12.0          76.0        61.3       56.37    0.067226
12.0          77.0       58.68       54.53     0.07952
12.0          78.0       65.26       54.28     0.21229
12.0          79.0       81.17       65.68     0.22618
12.0          80.0       74.73       58.13     0.22077
12.0          81.0       44.89       43.04    0.037508
12.0          82.0        82.1        58.8     0.34352
12.0          83.0        69.4       62.11    0.071518
12.0          84.0       89.24       59.86     0.40743
12.0          85.0       68.69       57.81     0.15758
12.0          86.0       87.05       61.39      0.2729
12.0          87.0       89.54       68.86     0.31268
12.0          88.0        88.1       60.11     0.32494
