site        roi         bsf         bdr         dsi         osi         dcv         ocv         
20          114         3.84        120         0.693183    0.661443    0.629247    0.50405     
20          115         2.56        330         0.378119    0.765837    0.717172    0.449838    
20          116         2.56        60          0.0377425   0.368015    0.953567    0.787411    
20          117         1.92        120         0.278898    0.528076    0.884316    0.698155    
20          118         2.56        150         0.0277355   0.864721    0.901326    0.569505    
20          119         3.84        270         0.551186    0.830659    0.729214    0.469804    
20          120         2.56        60          0.0293653   0.577436    0.943095    0.662587    
20          121         2.56        60          0.313998    0.513214    0.820317    0.677113    
20          122         1.28        120         0.549788    0.267181    0.739435    0.857063    
20          123         1.92        270         0.0604053   0.540606    0.966701    0.710632    
20          124         2.56        180         0.0660923   0.722493    0.938109    0.561883    
20          125         1.92        270         0.412582    0.408305    0.943021    0.78835     
20          126         3.84        90          0.319575    0.979428    0.885605    0.352618    
20          127         2.56        240         0.10358     0.582187    0.948642    0.637269    
20          128         2.56        240         0.0676467   0.519196    0.953122    0.700968    
